perm_acc,sub_folder,processing_time
0.8895,permute557_WINS_BINS_circular,1766127513
0.899,permute558_WINS_BINS_circular,1766127513
0.899333333,permute559_WINS_BINS_circular,1766127513
0.844833333,permute55_WINS_BINS_circular,1766127512
0.872166667,permute560_WINS_BINS_circular,1766127513
0.878333333,permute561_WINS_BINS_circular,1766127514
0.8815,permute562_WINS_BINS_circular,1766127513
0.890166667,permute563_WINS_BINS_circular,1766127513
0.834,permute564_WINS_BINS_circular,1766127514
0.877833333,permute565_WINS_BINS_circular,1766127513
0.877833333,permute566_WINS_BINS_circular,1766127514
0.865166667,permute567_WINS_BINS_circular,1766127513
0.864166667,permute568_WINS_BINS_circular,1766127513
0.860666667,permute569_WINS_BINS_circular,1766127515
0.844333333,permute56_WINS_BINS_circular,1766127513
0.864,permute570_WINS_BINS_circular,1766127514
0.849,permute571_WINS_BINS_circular,1766127514
0.893666667,permute572_WINS_BINS_circular,1766127514
0.851333333,permute573_WINS_BINS_circular,1766127516
0.817166667,permute574_WINS_BINS_circular,1766127516
0.879333333,permute575_WINS_BINS_circular,1766127516
0.871,permute576_WINS_BINS_circular,1766127516
0.828833333,permute577_WINS_BINS_circular,1766127517
0.809166667,permute578_WINS_BINS_circular,1766127517
0.878,permute579_WINS_BINS_circular,1766127517
0.876833333,permute57_WINS_BINS_circular,1766127514
0.833333333,permute580_WINS_BINS_circular,1766127519
0.804833333,permute581_WINS_BINS_circular,1766127519
0.866666667,permute582_WINS_BINS_circular,1766127519
0.902333333,permute583_WINS_BINS_circular,1766127519
0.8445,permute584_WINS_BINS_circular,1766127518
0.848,permute585_WINS_BINS_circular,1766127518
0.89,permute586_WINS_BINS_circular,1766127518
0.861,permute587_WINS_BINS_circular,1766127518
0.8525,permute588_WINS_BINS_circular,1766127519
0.882,permute589_WINS_BINS_circular,1766127519
0.878666667,permute58_WINS_BINS_circular,1766127517
